status,state,city,recalling_firm,reason_for_recall,year
Terminated,WI,Milwaukee,garden-fresh foods inc,garden-fresh foods is recalling various cut vegetables  ready-to-eat salads slaw spread and dip products sold under various brands and code dates manufactured prior to november 06 2013  because they may be contaminated with listeria monocytogenes,2013
Terminated,WI,Milwaukee,garden-fresh foods inc,garden-fresh foods is recalling various cut vegetables  ready-to-eat salads slaw spread and dip products sold under various brands and code dates manufactured prior to november 06 2013  because they may be contaminated with listeria monocytogenes,2013
Terminated,WI,Portage,dawn's foods inc,dawn's foods is recalling vandellia onion dip due to undeclared egg    ,2013
Terminated,WA,Cashmere,crunch pak llc,crunch pak apple slices are recalled due to a potential contamination with listeria monocytogenes ,2013
Terminated,WA,Cashmere,crunch pak llc,crunch pak apple slices are recalled due to a potential contamination with listeria monocytogenes ,2013
Terminated,NJ,Bayonne,s & m international inc,nysdam sampling results has revealed the presence of undeclared sulfites in fruit of wolfberry,2013
Terminated,VA,Goochland,3 fellers,chocolate pie contains almonds which are not declared on the label,2013
Terminated,NJ,Edison,zip international group llc,zip international group llc  is recalling herring fillet in oil (fosforel atlantika) 400 gram in plastic packaging due  to listeria contamination which was discovered through nysdam sampling,2013
Terminated,GA,Swainsboro,flat creek farm & dairy,product was found to be contaminated with salmonella ,2013
Terminated,CA,Vernon,huxtable's kitchen inc,one specific lot of trader joe's butternut squash & creamed spinach gratin due to undeclared wheat and egg,2013
Terminated,NY,Brooklyn,blooming import inc,the product contained undeclared sulfites (1519 ppm) based on sampling and analysis by new york state department of agriculture & markets,2013
Terminated,CA,Chula Vista,bee international inc,bee international is recalling sweet spots candy because it has undeclared egg allergen,2013
Terminated,NY,Brooklyn,blooming import inc,the product contained undeclared sulfites (4868 ppm) based on sampling and analysis by new york state department of agriculture and markets,2013
Terminated,CO,Boulder,concertos in chocolate llc,concertos in chocolate llc is recalling solid milk chocolate santa 5oz because the product was incorrectly labeled and has an undeclared milk allergen,2013
Terminated,NJ,Edison,zip international group llc,nysdam analysis has revealed the presence of listeria monocytogenes in two samples of fosforel herring in oil (200g size containers) ,2013
Terminated,CA,West Sacramento,the cultured kitchen,six varieties of cashew cheese with an expiry date up to and including 4/19/2014 are being recalled due to the potential for salmonella contamination,2013
Terminated,CA,West Sacramento,the cultured kitchen,six varieties of cashew cheese with an expiry date up to and including 4/19/2014 are being recalled due to the potential for salmonella contamination,2013
Terminated,CA,West Sacramento,the cultured kitchen,six varieties of cashew cheese with an expiry date up to and including 4/19/2014 are being recalled due to the potential for salmonella contamination,2013
Terminated,CA,West Sacramento,the cultured kitchen,six varieties of cashew cheese with an expiry date up to and including 4/19/2014 are being recalled due to the potential for salmonella contamination,2013
Terminated,CA,West Sacramento,the cultured kitchen,six varieties of cashew cheese with an expiry date up to and including 4/19/2014 are being recalled due to the potential for salmonella contamination,2013
Terminated,AK,Wasilla,yukon concessions alaska llc,traditional toasted almond-individually wrapped is recalled due to undeclared wheat soy and milk,2014
Terminated,AK,Wasilla,yukon concessions alaska llc,chocolate delight dipped in dark chocolate biscotti-individually wrapped is recalled due to undeclared wheat soy and milk,2014
Terminated,AK,Wasilla,yukon concessions alaska llc,cranberry dipped in white chocolate biscotti-individually wrapped is recalled due to undeclared wheat soy and milk,2014
Terminated,AK,Wasilla,yukon concessions alaska llc,lemon biscotti dipped in white chocolate bag is recalled due to undeclared wheat soy and milk,2014
Terminated,AK,Wasilla,yukon concessions alaska llc,almond dipped in dark chocolate biscotti-individually wrapped- is recalled due to undeclared wheat soy and milk,2014
Terminated,AK,Wasilla,yukon concessions alaska llc,blueberry dipped in white chocolate biscotti-individually wrapped is recalled due to undeclared wheat soy and milk,2014
Terminated,AK,Wasilla,yukon concessions alaska llc,sampler bag of biscotti is recalled due to undeclared wheat soy and milk,2014
Terminated,GA,Swainsboro,flat creek farm & dairy,routine testing by the ga department of agriculture revealed  that the firm's heavenly blue and aztec cheddar products were positive for salmonella ,2013
Terminated,TX,Wichita Falls,pecan shed,presence of undeclared allergens soy milk and pecans,2014
Terminated,TX,Wichita Falls,pecan shed,presence of undeclared allergens soy milk and pecans,2014
Terminated,TX,Wichita Falls,pecan shed,presence of undeclared allergens soy milk and pecans,2014
Terminated,TX,Wichita Falls,pecan shed,presence of undeclared allergens soy milk and pecans,2014
Terminated,TX,Wichita Falls,pecan shed,presence of undeclared allergens soy and milk,2014
Terminated,TX,Wichita Falls,pecan shed,presence of undeclared allergens soy pecans & milk ,2014
Terminated,TX,Wichita Falls,pecan shed,presence of undeclared allergens soy milk and pecans,2014
Terminated,MI,Grand Rapids,meijer distribution inc,source of whey powder ingredient is not identified as milk and the allergen statement does not include milk  people who have an allergy or severe sensitivity to milk run the risk of serious or life-threatening allergic reaction if they consume these products  ,2014
Terminated,CO,Wiggins,l m noodle company llc,undeclared allergens  the product label does not declare allergens of wheat flour soy flour whey and milk,2014
Terminated,OR,Tualatin,dpi specialty foods northwest inc,dpi specialty foods nw is recalling kinnikinnick brand gluten free original homestyle waffles because they have the potential to contain the allergen milk which is not declared on the label  package contains a logo which indicates the product is dairy free,2014
Terminated,WA,Tukwila,unified western grocers inc,unified grocers is recalling kinnikinnick brand bakery products due to undeclared milk  the labels also have a logo on them which indicate the product is dairy free,2014
Terminated,WA,Tukwila,unified western grocers inc,unified grocers is recalling kinnikinnick brand bakery products due to undeclared milk  the labels also have a logo on them which indicate the product is dairy free,2014
