,city,classification,code_info,country,distribution_pattern,event_id,initial_firm_notification,postal_code,product_description,product_type,reason_for_recall,recall_initiation_date,recall_number,recalling_firm,state,status,termination_date,duration,listeria,salmonella,allergen/undeclared,salad/slaw,peanut,butter,milk,ice-cream
3006,Milwaukee,Class I,garden-fresh cranberry walnut red cabbage slaw1/825 lb 0 11596 83028 5 11/18/2013 - 12/6/2013  ,United States,il in mi mn mo oh pa wi,66819,press release,53204-1211, 0 11596 83028 5 11/18/2013 - 12/6/2013  ,Food,garden-fresh foods is recalling various cut vegetables  ready-to-eat salads slaw spread and dip products sold under various brands and code dates manufactured prior to november 06 2013  because they may be contaminated with listeria monocytogenes,2013-11-07,F-0917-2014,garden-fresh foods inc,WI,Terminated,2015-10-29,721 days 00:00:00.000000000,1,0,0,1,0,0,0,0
3007,Milwaukee,Class I,grandpa vegetable bagel spread product code 0 11596 55905 6 	1/5 lb  ,United States,ca il in ma mimn mo oh pa wi,66677,two or more of the following: email fax letter press release telephone visit,53204-1211, 0 11596 55905 6 = 11/2/2013 - 11/15/2013														,Food,garden-fresh foods is recalling various ready-to-eat salads slaw and dip products sold under various brands and codes because they may be contaminated with listeria monocytogenes,2013-10-30,F-0657-2014,garden-fresh foods inc,WI,Terminated,2014-03-13,134 days 00:00:00.000000000,1,0,0,1,0,0,0,0
3010,Lakeland,Class I,publix 7 inch german chocolate layer cake  scale id number * 002-95353-00000 *the last five digits of the scale id number contain the unit price for example $499 would have the last five digits ending 00499 ,United States,florida,64493,e-mail,33811-3311, recalled products were distributed from november 11 2012 through november 15 2012,Food,maplehurst deli-bake south inc the cake supplier notified publix super market of a contamination with listeria monocytogenes on 11/15/2012,2012-11-15,F-1172-2013,publix super markets inc,FL,Terminated,2013-05-17,183 days 00:00:00.000000000,1,0,0,0,0,0,0,0
3012,Kenton,Class I, requeson mexicana part-skim ricotta 15 oz packaged in a plastic cup distributed by roos foods inc kenton de 19955 upc code 095548003415 (ingredients: pasteurized milk whey skim milk cultured milk solids carrageenan salt potassium sorbate (preservative))       requeson mexicana part-skim ricotta 16 oz packaged in a rigid plastic container (clamshell) distributed by roos foods inc kenton de 19955 upc code 095548003415 (ingredients: pasteurized milk whey skim milk cultured milk solids carrageenan salt potassium sorbate (preservative))       ,United States,products were distributed through retail stores in delaware maryland new jersey new york virginia and washington dc,67593,visit,19955, all lots and expiration datesupc code 095548003415 ,Food,samples of santa rosa de lima cuajada en terron (fresh curd cheese) were found positive for listeria monocytogenes based on these findings the firm recalled all brands lots date codes and container sizes of the cheese products that were manufactured and/or repackaged in their facility  out of an abundance of caution the firm expanded the recall to include all brands lots date codes and c,2014-02-19,F-1706-2014,roos foods inc,DE,Terminated,2015-07-27,523 days 00:00:00.000000000,1,0,0,0,0,0,0,0
3021,Milwaukee,Class I,grandpas deviled egg potato salad product code 0 11596 14012 4 6/16 oz;  grandpas deviled egg potato salad product code 0 11596 51065 1  2/5 lb;  grandpas deviled  egg potato salad product code 0 00 11596 51068 2	4/5 lb;    finest traditions deviled egg potato saladproduct code 10 733147 10992 9  1/8 lb;        			,United States,ca il in ma mimn mo oh pa wi,66677,two or more of the following: email fax letter press release telephone visit,53204-1211, 0 11596 14012 4 = 11/1/2013 - 11/14/2013;	  0 11596 51065 1 = 10/30/2013- 11/20/2013 ;	  0 00 11596 51068 2 = 10/30/2013 - 11/20/2013;   10 733147 10992 9 = 11/4/2013 - 11/6/2013,Food,garden-fresh foods is recalling various ready-to-eat salads slaw and dip products sold under various brands and codes because they may be contaminated with listeria monocytogenes,2013-10-30,F-0494-2014,garden-fresh foods inc,WI,Terminated,2014-03-13,134 days 00:00:00.000000000,1,0,0,1,0,0,0,0
3029,Goldsboro,Class I,single plain hot dog net wt 250 oz upc 7-01248-00837-6 mfg code 283; single plain hot dog net wt 210 oz upc 7-01248-00837-6 mfg code 283 ,United States,nc nj & sc,69555,two or more of the following: email fax letter press release telephone visit,27534-8667, see product description for lot numbers,Food,listeria monocytogenes,2014-10-10,F-0867-2015,sunburst foods inc,NC,Terminated,2015-06-18,251 days 00:00:00.000000000,1,0,0,0,0,0,0,0
3033,Lakeland,Class I,publix 7 inch german chocolate cake  scale id number * 002-95958-00000 *the last five digits of the scale id number contain the unit price for example $499 would have the last five digits ending 00499 ,United States,florida,64493,e-mail,33811-3311, recalled products were distributed from november 11 2012 through november 15 2012,Food,maplehurst deli-bake south inc the cake supplier notified publix super market of a contamination with listeria monocytogenes on 11/15/2012,2012-11-15,F-1183-2013,publix super markets inc,FL,Terminated,2013-05-17,183 days 00:00:00.000000000,1,0,0,0,0,0,0,0
3034,Goldsboro,Class I,deluxe chef salad net wt 510 oz upc 7-01248-00944-1 mfg code 1653; chef salad net wt 510 oz upc 7-01248-00603-7 mfg code 1502    ,United States,nc nj & sc,69555,two or more of the following: email fax letter press release telephone visit,27534-8667, see product description for lot numbers,Food,listeria monocytogenes,2014-10-10,F-0870-2015,sunburst foods inc,NC,Terminated,2015-06-18,251 days 00:00:00.000000000,1,0,0,0,0,0,0,0
3037,Milwaukee,Class I,finest traditions creamy cheddar macaroni salad 1/8 lb 	10 733147 10156 5 11/20/2013 - 12/9/2013  ,United States,il in mi mn mo oh pa wi,66819,press release,53204-1211, 10 733147 10156 5 11/20/2013 - 12/9/2013  ,Food,garden-fresh foods is recalling various cut vegetables  ready-to-eat salads slaw spread and dip products sold under various brands and code dates manufactured prior to november 06 2013  because they may be contaminated with listeria monocytogenes,2013-11-07,F-0918-2014,garden-fresh foods inc,WI,Terminated,2015-10-29,721 days 00:00:00.000000000,1,0,0,1,0,0,0,0
3043,Goldsboro,Class I,french toast w/sausage net wt 400 oz upc 7-01248-00607-5 mfg code 1506      ,United States,nc nj & sc,69555,two or more of the following: email fax letter press release telephone visit,27534-8667, see product description for lot numbers,Food,listeria monocytogenes,2014-10-10,F-0836-2015,sunburst foods inc,NC,Terminated,2015-06-18,251 days 00:00:00.000000000,1,0,0,0,0,0,0,0
3049,Milwaukee,Class I,grandpas black bean salsa product code 5917	1/5 lb;    roundy's black bean salsa  product code 0 11596 06118 4	12/15 oz    ,United States,ca il in ma mimn mo oh pa wi,66677,two or more of the following: email fax letter press release telephone visit,53204-1211, 5917 = 11/1/2013 - 11/30/2013;    0 11596 06118 4= 11/3/2013 - 11/30/2013		,Food,garden-fresh foods is recalling various ready-to-eat salads slaw and dip products sold under various brands and codes because they may be contaminated with listeria monocytogenes,2013-10-30,F-0679-2014,garden-fresh foods inc,WI,Terminated,2014-03-13,134 days 00:00:00.000000000,1,0,0,1,0,0,0,0
3050,Ft Lauderdale,Class I,gills onions were used in this product     the product listed below is prepared at whole foods market and distributed in their retail chef's case or on the self-service bar it was not sold labeled    tempeh salad,United States,products were sold directly to the consumers though our whole foods market retail stores in the state of florida,62734,other,33308, none ,Food,whole foods market in florida recalled certain fresh food items sold in the prepared foods department and one item in the seafood department as they could of been made using raw yellow onions processed by gill onions llc gill onions llc initiated a recall on their product due to possible listeria monocytogenes contamination,2012-07-27,F-2153-2012,ron stockman whole foods,FL,Terminated,2012-09-19,54 days 00:00:00.000000000,1,0,0,0,0,0,0,0
3052,Spokane Valley,Class I,peppermint candy ice cream; bulk product is labeled with flavor name and date code which is affixed to the plastic container (1 15 and 3 gallon),United States,washington and idaho ice cream scoop shops and restaurants,70150,two or more of the following: email fax letter press release telephone visit,99206-4162," all codes manufactured from january 1 2014 - december 15 2014 (""mmdd"" and ""xxxx""-snoqualmie gourmet ice cream code)",Food,the recalling firm was notified that raw materials used in producing the ice cream products have the potential to be contaminated with listeria monocytogenes,2014-12-23,F-1130-2015,numbskull llc,WA,Terminated,2015-02-23,62 days 00:00:00.000000000,1,0,0,0,0,0,0,1
3053,Milwaukee,Class I,rogge's	white potato salad	2/5 lb		0 11596 51052 1	11/17/2013 - 12/4/2013;  ,United States,il in mi mn mo oh pa wi,66819,press release,53204-1211, 0 11596 51052 1	11/17/2013 - 12/4/2013;  ,Food,garden-fresh foods is recalling various cut vegetables  ready-to-eat salads slaw spread and dip products sold under various brands and code dates manufactured prior to november 06 2013  because they may be contaminated with listeria monocytogenes,2013-11-07,F-1093-2014,garden-fresh foods inc,WI,Terminated,2015-10-29,721 days 00:00:00.000000000,1,0,0,1,0,0,0,0
3056,Columbus,Class I,blue ice cream bucket 807 jeni's splendid ice creams llc 3 gallons plastic bucket individually packed frozen    blue ice cream pint case 707 jeni's splendid ice creams llc pint size plastic container 8 pints per case frozen    blue ice cream pint jeni's splendid ice creams llc pint size plastic container individually packed frozen  ,United States,national: az ca co ct de fl ga ia in ky nh ny oh or pa tx wa & wi international: none reported,71170,two or more of the following: email fax letter press release telephone visit,43215-2263, all lots distributed were between july 1 2013 and april 22 2015  ,Food,product may be contaminated with listeria monocytogenes,2015-04-22,F-3094-2015,jeni's splendid ice creams llc,OH,Terminated,2015-11-06,198 days 00:00:00.000000000,1,0,0,0,0,0,0,0
3057,Seattle,Class I,"ube ice cream labeled in part ""***full tilt ice cream ube***ingredients: cream milk sugar skim milk powder ube corn syrup solids  carob bean gum guar gum soy lecithin carrageenan natural flavoring***seattle wa 98106 wwwfulltilticecreamcom***""      ice cream is packaged in 16 oz paper containers and 15 gallon and 3 gallon plastic tubs  upc code: 736211045799 for 16 oz container only  ",United States,distributed nationwide,70158,two or more of the following: email fax letter press release telephone visit,98108-4903, all products are coded with 7 digit code ending in 14x (ie: 0219142) produced before 12/19/2014,Food,full tilt brand ice cream is being recalled due to the potential to be contaminated with listeria monocytogenes these products contain ice cream mix an ingredient manufactured and recalled by snoqualmie gourmet ice cream inc ,2014-12-22,F-1046-2015,full tilt ice cream,WA,Terminated,2015-02-23,63 days 00:00:00.000000000,1,0,0,0,0,0,0,1
3061,Milwaukee,Class I,garden-fresh deviled egg salad product code 0 11596 52122 1/5 lb;    ,United States,ca il in ma mimn mo oh pa wi,66677,two or more of the following: email fax letter press release telephone visit,53204-1211, 0 11596 52122 0 = 11/6/2013 - 11/13/2013;,Food,garden-fresh foods is recalling various ready-to-eat salads slaw and dip products sold under various brands and codes because they may be contaminated with listeria monocytogenes,2013-10-30,F-0596-2014,garden-fresh foods inc,WI,Terminated,2014-03-13,134 days 00:00:00.000000000,1,0,0,1,0,0,0,0
3062,Gastonia,Class I,charl crab cake bulk (fresh) #81873 2x8ct 4 oz net wt 4 lbs packed by 3fish inc,United States,nc and sc,63222,two or more of the following: email fax letter press release telephone visit,28052-1893, item #79009 lot #22yaw1a1235 (diced yellow onions),Food,products were manufactured with diced onions that were recalled due to listeria monocytogenes contamination,2012-09-07,F-0039-2013,3fish inc,NC,Terminated,2014-02-11,522 days 00:00:00.000000000,1,0,0,0,0,0,0,0
3063,Portland,Class I,groove gluten-free peanut butter cookie & french vanilla ice cream sandwich  the product is sold in 3 fl oz single packs and 6 fl oz 2-packs and labeled as groove      the upc codes are 8 52692 00407 7 and 8 52692 00401 5  ,United States,distributed in oregon and washington,70132,two or more of the following: email fax letter press release telephone visit,97210," best by dates: 010715 041715 050915 071115 072215 081215 081915 092415    lot codes endingt in the digits ""14"" (xxxx14)",Food,groove gluten-free ice cream sandwich products are  recalled due to the potential to be contaminated with listeria monocytogenes this product contains custard ice cream base produced and recalled by snoqualmie gourmet ice cream inc as an ingredient  ,2014-12-24,F-0930-2015,great feeling foods,OR,Terminated,2015-02-10,48 days 00:00:00.000000000,1,0,0,0,0,0,0,1
3068,Seattle,Class I,"backyard mint chip ice cream labeled in part ""***full tilt ice cream backyard mint chip ***ingredients: cream milk skim milk sugar fresh mint chocolate chips (unsweetened chocolate sugar cocoa fat soy lecithin vanilla) corn syrup solids carob bean gum guar gum soy lecithin carrageenan***seattle wa 98106 wwwfulltilticecreamcom***""      ice cream is packaged in 16 oz paper containers and 15 gallon and 3 gallon plastic tubs  upc code: 713757814928 for 16 oz container only",United States,distributed nationwide,70158,two or more of the following: email fax letter press release telephone visit,98108-4903, all products are coded with 7 digit code ending in 14x (ie: 0219142) produced before 12/19/2014,Food,full tilt brand ice cream is being recalled due to the potential to be contaminated with listeria monocytogenes these products contain ice cream mix an ingredient manufactured and recalled by snoqualmie gourmet ice cream inc ,2014-12-22,F-1048-2015,full tilt ice cream,WA,Terminated,2015-02-23,63 days 00:00:00.000000000,1,0,0,0,0,0,0,1
